743
"033045","MACKAY AP      ","YBMK",-21.1706,149.1794,    5,"95367","QLD"
"033106","HAMILTON IS    ","YBHM",-20.3658,148.9536,   59,"94368","QLD"
"033119","MACKAY         ","MKY ",-21.1172,149.2169,   30,"94367","QLD"
"033195","WILLIAMSON RAAF","YWIS",-22.4703,150.1786,   28,"95370","QLD"
"033208","ROSSLYN BAY NTC","ROSS",-23.1610,150.7901,    0,"95298","QLD"
"033210","ST LAWRENCE    ","STLW",-22.3472,149.5242,    9,"95369","QLD"
"033247","PROSERPINE AP  ","YBPN",-20.4925,148.5550,   20,"94365","QLD"
"033294","YEPPOON        ","YPN ",-23.1364,150.7506,    6,"94373","QLD"
"033295","ALVA BEACH     ","ALVA",-19.4569,147.4833,    8,"95296","QLD"
"033307","WOOLSHED       ","WOS ",-19.4167,146.5364,  556,"95293","QLD"
"033308","SAMUEL HILL    ","YSMH",-22.7433,150.6578,   31,"94370","QLD"
"033327","BOWEN AIRPORT A","YBWN",-20.0156,148.2138,    6,"94383","QLD"
"034035","MORANBAH AIRPOR","YMRB",-22.0644,148.0758,  232,"94397","QLD"
"034084","CHARTERS TOWERS","YCHT",-20.0464,146.2708,  290,"94356","QLD"
"035065","SPRINGSURE     ","AAAA",-24.1230,148.0856,  345,"95362","QLD"
"035069","TAMBO          ","AAAA",-24.8819,146.2564,  395,"94355","QLD"
"035070","TAROOM         ","AAAA",-25.6408,149.7958,  199,"94525","QLD"
"035124","CLERMONT AIRPOR","YCMT",-22.7756,147.6217,  270,"94395","QLD"
"035129","ROLLESTON AIRPO","YRLL",-24.4617,148.6264,  220,"94396","QLD"
"035134","BLACKWATER AIRP","YBTR",-23.6015,148.8074,  193,"94398","QLD"
"035139","LOCHINGTON     ","LOCH",-23.9424,147.5250,  267,"94399","QLD"
"035264","EMERALD AP     ","YEML",-23.5694,148.1756,  189,"94363","QLD"
"036007","BARCALDINE     ","AAAA",-23.5544,145.2883,  267,"94350","QLD"
"036026","ISISFORD       ","AAAA",-24.2591,144.4406,  203,"94345","QLD"
"036031","LONGREACH      ","YLRE",-23.4397,144.2828,  192,"94346","QLD"
"036034","BLACKALL AP    ","YBCK",-24.4303,145.4306,  281,"95351","QLD"
"037010","CAMOOWEAL      ","CMWL",-19.9225,138.1214,  231,"94255","QLD"
"037034","THE MONUMENT AP","YTMO",-21.8125,139.9267,  288,"94336","QLD"
"037036","TREPELL AP     ","YTEE",-21.8400,140.8925,  266,"94338","QLD"
"037039","WINTON AP      ","YWTN",-22.3617,143.0836,  192,"94342","QLD"
